year,boro,uhf,sex,risk,hivdx,concurrent,linked30d,linked60d,linked3m,linked12m,newdx_ret,vls_6m,VLS_12m,AIDS_12m,AIDS_24m,Med_CD4,hivdx_rate,AIDSdx,PLWDHI,incare,Ret,VLtest,VLS,PLWDHI_rate,Deaths,Death_rate
2011sep,Queens,West Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,34,24,21,24,9,.,0,0
2011sep,Queens,West Queens,Male,Unknown,16,2,7,10,11,13,11,.,.,3,3,.,.,17,556,466,355,458,272,.,6,7.8
2011sep,Staten Island,All,All,All,42,19,20,27,30,36,32,15,23,2,3,221,.,36,1685,1557,1316,1533,1081,.,64,22.6
2011sep,Staten Island,All,Female,All,9,3,6,8,9,9,9,3,3,1,2,351,.,6,560,530,452,521,344,.,16,14.7
2011sep,Staten Island,All,Female,Heterosexual,6,2,4,6,6,6,6,2,1,0,1,211,.,5,310,301,253,299,199,.,5,10.5
2011sep,Staten Island,All,Female,Injection drug use history (IDU),1,0,0,0,1,1,1,0,1,1,1,.,.,0,112,109,99,106,70,.,8,29.1
2011sep,Staten Island,All,Female,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,0,22,15,12,15,8,.,0,0
2011sep,Staten Island,All,Female,Unknown,2,1,2,2,2,2,2,1,1,0,0,.,.,1,113,102,85,98,66,.,3,10.5
2011sep,Staten Island,All,Male,All,33,16,14,19,21,27,23,12,20,1,1,203,.,30,1125,1027,864,1012,736,.,48,25.7
2011sep,Staten Island,All,Male,Heterosexual,3,2,2,2,2,2,2,1,1,0,0,.,.,4,110,99,85,98,65,.,5,28.8
2011sep,Staten Island,All,Male,Injection drug use history (IDU),4,4,0,0,2,3,3,1,3,0,0,.,.,5,238,228,207,224,160,.,15,26.2
2011sep,Staten Island,All,Male,MSM-IDU,3,1,2,3,3,3,2,1,2,0,0,.,.,2,63,58,45,56,37,.,3,18.9
2011sep,Staten Island,All,Male,Men who have sex with men (MSM),12,5,9,12,12,12,11,7,11,0,0,324,.,13,428,385,331,381,293,.,11,19.8
2011sep,Staten Island,All,Male,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,0,30,27,20,27,18,.,1,9.3
2011sep,Staten Island,All,Male,Unknown,11,4,1,2,2,7,5,2,3,1,1,26,.,6,255,229,176,225,164,.,13,25.6
2011sep,Staten Island,Port Richmond,All,All,10,4,5,5,5,8,6,.,.,1,1,.,.,7,426,403,346,399,256,.,9,9.3
2011sep,Staten Island,Port Richmond,Female,All,1,0,1,1,1,1,1,.,.,0,0,.,.,1,155,148,130,147,93,.,3,4.6
2011sep,Staten Island,Port Richmond,Female,Heterosexual,1,0,1,1,1,1,1,.,.,0,0,.,.,1,87,85,72,85,52,.,1,2.5
2011sep,Staten Island,Port Richmond,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,35,34,32,33,24,.,2,14.2
2011sep,Staten Island,Port Richmond,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,4,4,4,4,0,.,0,0
2011sep,Staten Island,Port Richmond,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,29,25,22,25,17,.,0,0
2011sep,Staten Island,Port Richmond,Male,All,9,4,4,4,4,7,5,.,.,1,1,.,.,6,271,255,216,252,163,.,6,10.7
2011sep,Staten Island,Port Richmond,Male,Heterosexual,2,1,1,1,1,1,1,.,.,0,0,.,.,1,26,25,21,25,14,.,0,0
2011sep,Staten Island,Port Richmond,Male,Injection drug use history (IDU),2,2,0,0,0,1,1,.,.,0,0,.,.,2,67,67,59,66,39,.,2,12.3
2011sep,Staten Island,Port Richmond,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,13,13,10,12,7,.,1,15.6
2011sep,Staten Island,Port Richmond,Male,Men who have sex with men (MSM),2,0,2,2,2,2,1,.,.,0,0,.,.,2,89,80,73,80,56,.,1,5.2
2011sep,Staten Island,Port Richmond,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,12,11,8,11,8,.,0,0
2011sep,Staten Island,Port Richmond,Male,Unknown,3,1,1,1,1,3,2,.,.,1,1,.,.,1,64,59,45,58,38,.,2,9.9
2011sep,Staten Island,South Beach - Tottenville,All,All,9,6,4,8,9,9,8,.,.,0,0,.,.,10,309,294,246,291,238,.,9,20.7
2011sep,Staten Island,South Beach - Tottenville,Female,All,0,0,0,0,0,0,0,.,.,0,0,.,.,1,94,92,76,91,71,.,3,14.8
2011sep,Staten Island,South Beach - Tottenville,Female,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,1,61,59,49,59,49,.,1,5
2011sep,Staten Island,South Beach - Tottenville,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,12,12,10,11,10,.,1,9.6
2011sep,Staten Island,South Beach - Tottenville,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,1,1,0,1,1,.,0,0
2011sep,Staten Island,South Beach - Tottenville,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,18,18,15,18,10,.,1,51
2011sep,Staten Island,South Beach - Tottenville,Male,All,9,6,4,8,9,9,8,.,.,0,0,.,.,9,215,202,170,200,166,.,6,21.2
2011sep,Staten Island,South Beach - Tottenville,Male,Heterosexual,1,1,1,1,1,1,1,.,.,0,0,.,.,2,27,27,24,27,23,.,1,43
2011sep,Staten Island,South Beach - Tottenville,Male,Injection drug use history (IDU),1,1,0,0,1,1,1,.,.,0,0,.,.,1,46,43,38,43,37,.,1,7.1
2011sep,Staten Island,South Beach - Tottenville,Male,MSM-IDU,2,0,1,2,2,2,1,.,.,0,0,.,.,0,7,5,2,5,2,.,1,49.5
2011sep,Staten Island,South Beach - Tottenville,Male,Men who have sex with men (MSM),4,3,2,4,4,4,4,.,.,0,0,.,.,5,76,70,62,69,58,.,1,21.5
2011sep,Staten Island,South Beach - Tottenville,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,2,2,2,2,1,.,0,0
2011sep,Staten Island,South Beach - Tottenville,Male,Unknown,1,1,0,1,1,1,1,.,.,0,0,.,.,1,56,55,42,54,45,.,2,20.2
2011sep,Staten Island,Stapleton - St. George,All,All,19,8,10,13,14,17,16,.,.,1,2,.,.,18,801,720,605,706,475,.,39,28.9
2011sep,Staten Island,Stapleton - St. George,Female,All,7,3,4,6,7,7,7,.,.,1,2,.,.,4,259,242,204,236,144,.,8,15
2011sep,Staten Island,Stapleton - St. George,Female,Heterosexual,4,2,2,4,4,4,4,.,.,0,1,.,.,3,138,133,112,131,77,.,2,4.5
2011sep,Staten Island,Stapleton - St. George,Female,Injection drug use history (IDU),1,0,0,0,1,1,1,.,.,1,1,.,.,0,54,52,47,51,29,.,4,33.5
2011sep,Staten Island,Stapleton - St. George,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,15,8,6,8,6,.,0,0
2011sep,Staten Island,Stapleton - St. George,Female,Unknown,2,1,2,2,2,2,2,.,.,0,0,.,.,1,51,48,38,45,30,.,2,10
2011sep,Staten Island,Stapleton - St. George,Male,All,12,5,6,7,7,10,9,.,.,0,0,.,.,14,542,478,401,470,331,.,31,34.9
2011sep,Staten Island,Stapleton - St. George,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,1,51,42,35,41,24,.,2,14.2
2011sep,Staten Island,Stapleton - St. George,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,100,94,88,91,64,.,11,50.8
2011sep,Staten Island,Stapleton - St. George,Male,MSM-IDU,1,1,1,1,1,1,1,.,.,0,0,.,.,2,37,34,28,33,24,.,1,17.8
2011sep,Staten Island,Stapleton - St. George,Male,Men who have sex with men (MSM),6,2,5,6,6,6,6,.,.,0,0,.,.,6,219,193,162,191,142,.,8,20.4
2011sep,Staten Island,Stapleton - St. George,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,11,11,7,11,6,.,1,21
2011sep,Staten Island,Stapleton - St. George,Male,Unknown,5,2,0,0,0,3,2,.,.,0,0,.,.,4,122,103,81,102,70,.,8,36.5
2011sep,Staten Island,Willowbrook,All,All,4,1,1,1,2,2,2,.,.,0,0,.,.,1,146,137,116,134,111,.,7,31
2011sep,Staten Island,Willowbrook,Female,All,1,0,1,1,1,1,1,.,.,0,0,.,.,0,50,46,40,45,36,.,2,28.8
2011sep,Staten Island,Willowbrook,Female,Heterosexual,1,0,1,1,1,1,1,.,.,0,0,.,.,0,24,24,20,24,20,.,1,43
2011sep,Staten Island,Willowbrook,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,9,9,8,9,7,.,1,31.1
2011sep,Staten Island,Willowbrook,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,2,2,2,2,1,.,0,0
2011sep,Staten Island,Willowbrook,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,14,11,10,10,8,.,0,0
2011sep,Staten Island,Willowbrook,Male,All,3,1,0,0,1,1,1,.,.,0,0,.,.,1,96,91,76,89,75,.,5,32.1
2011sep,Staten Island,Willowbrook,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,0,5,5,5,5,3,.,2,123.2
2011sep,Staten Island,Willowbrook,Male,Injection drug use history (IDU),1,1,0,0,1,1,1,.,.,0,0,.,.,1,23,23,21,23,19,.,1,10.4
2011sep,Staten Island,Willowbrook,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,6,6,5,6,4,.,0,0
2011sep,Staten Island,Willowbrook,Male,Men who have sex with men (MSM),0,0,0,0,0,0,0,.,.,0,0,.,.,0,44,42,34,41,35,.,1,28.7
2011sep,Staten Island,Willowbrook,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,5,3,3,3,3,.,0,0
2011sep,Staten Island,Willowbrook,Male,Unknown,2,0,0,0,0,0,0,.,.,0,0,.,.,0,13,12,8,11,10,.,1,0
2012sep,All,All,All,All,3253,587,1365,1913,2178,2586,2297,1203,1710,222,282,394,.,2155,79488,73273,61770,72591,56206,.,1935,13.1
2012sep,All,All,Female,All,672,135,294,410,463,546,481,271,352,42,55,374,.,569,23418,21731,18703,21507,15940,.,587,13.9
2012sep,All,All,Female,Heterosexual,498,105,238,332,366,430,385,216,277,28,39,369,.,364,13092,12089,10273,11962,8933,.,256,11.5
2012sep,All,All,Female,Injection drug use history (IDU),29,5,10,15,19,21,18,8,12,3,3,451,.,64,3906,3683,3318,3639,2578,.,201,22.7
2012sep,All,All,Female,Unknown,145,25,46,63,78,95,78,47,63,11,13,366,.,122,5537,5120,4366,5070,3946,.,117,10.4
2012sep,All,All,Male,All,2581,452,1071,1503,1715,2040,1816,932,1358,180,227,397,.,1586,56070,51542,43067,51084,40266,.,1348,12.8
2012sep,All,All,Male,Heterosexual,147,47,54,84,102,118,101,56,70,11,17,293,.,145,4450,4040,3485,4003,3046,.,111,15.3
2012sep,All,All,Male,Injection drug use history (IDU),65,17,23,36,42,51,40,28,30,5,6,339,.,119,6936,6451,5718,6390,4794,.,430,20.2
2012sep,All,All,Male,MSM-IDU,64,12,24,35,41,47,47,25,31,5,6,416,.,64,2066,1908,1657,1890,1350,.,71,20.4
2012sep,All,All,Male,Men who have sex with men (MSM),1811,250,785,1097,1235,1465,1333,667,986,118,144,422,.,849,29744,27408,22432,27214,21982,.,361,7.6
2012sep,All,All,Male,Unknown,494,126,185,251,295,359,295,156,241,41,54,271,.,396,12041,10973,9132,10832,8646,.,364,14
2012sep,Bronx,All,All,All,583,113,250,365,423,489,442,226,318,42,55,352,.,493,20387,19038,16739,18912,13833,.,498,14.9
2012sep,Bronx,All,Female,All,164,29,83,117,130,145,131,72,95,10,14,408,.,177,8043,7553,6652,7504,5486,.,182,13.4
2012sep,Bronx,All,Female,Heterosexual,139,27,77,104,113,126,114,63,82,6,10,408,.,107,4287,4008,3482,3984,2923,.,76,10.7
2012sep,Bronx,All,Female,Injection drug use history (IDU),8,0,2,4,6,7,6,2,4,1,1,603,.,23,1502,1436,1326,1425,1004,.,68,18.7
2012sep,Bronx,All,Female,Unknown,17,2,4,9,11,12,11,7,9,3,3,364,.,39,1934,1804,1569,1792,1388,.,34,11.6
2012sep,Bronx,All,Male,All,419,84,167,248,293,344,311,154,223,32,41,341,.,316,12344,11485,10087,11408,8346,.,316,15.7
2012sep,Bronx,All,Male,Heterosexual,38,13,10,20,26,28,26,15,16,1,2,259,.,47,1352,1231,1083,1226,881,.,22,11
2012sep,Bronx,All,Male,Injection drug use history (IDU),25,6,9,14,16,17,14,9,10,1,2,339,.,32,2475,2372,2170,2360,1704,.,122,19.4
2012sep,Bronx,All,Male,MSM-IDU,10,2,4,6,6,7,6,3,5,1,1,175,.,16,601,559,515,553,377,.,22,26.8
2012sep,Bronx,All,Male,Men who have sex with men (MSM),226,35,103,146,169,198,191,82,126,15,19,354,.,130,4334,4048,3459,4024,2920,.,57,11
2012sep,Bronx,All,Male,Unknown,120,28,41,62,76,94,74,45,66,14,17,300,.,88,3292,3021,2638,2993,2334,.,90,14.3
2012sep,Bronx,Crotona - Tremont,All,All,95,22,36,57,71,83,72,.,.,6,7,.,.,90,3902,3667,3277,3634,2630,.,101,17.4
2012sep,Bronx,Crotona - Tremont,Female,All,31,11,14,23,26,29,27,.,.,0,0,.,.,36,1557,1464,1303,1452,1037,.,42,16.8
2012sep,Bronx,Crotona - Tremont,Female,Heterosexual,27,10,14,21,22,25,23,.,.,0,0,.,.,18,849,797,703,789,571,.,12,10
2012sep,Bronx,Crotona - Tremont,Female,Injection drug use history (IDU),2,0,0,1,2,2,2,.,.,0,0,.,.,5,307,295,277,293,203,.,21,34.3
2012sep,Bronx,Crotona - Tremont,Female,Unknown,2,1,0,1,2,2,2,.,.,0,0,.,.,12,353,326,280,324,238,.,8,11.3
2012sep,Bronx,Crotona - Tremont,Male,All,64,11,22,34,45,54,45,.,.,6,7,.,.,54,2345,2203,1974,2182,1593,.,59,17.7
2012sep,Bronx,Crotona - Tremont,Male,Heterosexual,7,1,2,3,3,4,3,.,.,1,2,.,.,6,260,243,216,240,174,.,3,6.2
2012sep,Bronx,Crotona - Tremont,Male,Injection drug use history (IDU),4,1,1,1,1,2,2,.,.,0,0,.,.,8,516,499,464,498,365,.,21,16.7
2012sep,Bronx,Crotona - Tremont,Male,MSM-IDU,3,1,1,2,2,2,2,.,.,0,0,.,.,3,135,126,117,124,86,.,4,43.1
2012sep,Bronx,Crotona - Tremont,Male,Men who have sex with men (MSM),29,6,11,19,23,26,24,.,.,1,1,.,.,21,736,700,610,693,498,.,11,11.6
2012sep,Bronx,Crotona - Tremont,Male,Unknown,21,2,7,9,16,20,14,.,.,4,4,.,.,16,635,577,518,570,441,.,20,19.2
2012sep,Bronx,Fordham - Bronx Park,All,All,103,18,52,69,78,88,83,.,.,6,8,.,.,86,3911,3658,3223,3633,2637,.,76,10.5
2012sep,Bronx,Fordham - Bronx Park,Female,All,20,2,13,14,16,18,17,.,.,3,4,.,.,28,1452,1355,1196,1343,984,.,33,12
2012sep,Bronx,Fordham - Bronx Park,Female,Heterosexual,18,2,13,14,15,17,16,.,.,2,3,.,.,16,767,717,635,714,519,.,14,9.1
2012sep,Bronx,Fordham - Bronx Park,Female,Injection drug use history (IDU),1,0,0,0,1,1,1,.,.,1,1,.,.,2,264,242,221,239,166,.,10,14.2
2012sep,Bronx,Fordham - Bronx Park,Female,Unknown,1,0,0,0,0,0,0,.,.,0,0,.,.,7,377,356,305,351,276,.,9,12.3
2012sep,Bronx,Fordham - Bronx Park,Male,All,83,16,39,55,62,70,66,.,.,3,4,.,.,58,2458,2303,2027,2290,1653,.,43,9.8
2012sep,Bronx,Fordham - Bronx Park,Male,Heterosexual,7,3,1,3,5,5,5,.,.,0,0,.,.,7,231,218,194,218,159,.,1,1.3
2012sep,Bronx,Fordham - Bronx Park,Male,Injection drug use history (IDU),2,1,0,2,2,2,1,.,.,0,1,.,.,6,468,452,418,450,318,.,20,22
2012sep,Bronx,Fordham - Bronx Park,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,3,118,106,97,106,70,.,4,23.9
2012sep,Bronx,Fordham - Bronx Park,Male,Men who have sex with men (MSM),47,6,25,32,36,42,41,.,.,3,3,.,.,27,987,919,790,914,646,.,5,5.2
2012sep,Bronx,Fordham - Bronx Park,Male,Unknown,27,6,13,18,19,21,19,.,.,0,0,.,.,14,625,579,502,573,444,.,12,8.8
2012sep,Bronx,High Bridge - Morrisania,All,All,122,22,54,81,93,104,97,.,.,8,10,.,.,118,4294,3997,3548,3976,2927,.,141,19.7
2012sep,Bronx,High Bridge - Morrisania,Female,All,43,4,23,33,35,39,36,.,.,3,4,.,.,42,1685,1580,1402,1572,1157,.,46,17.8
2012sep,Bronx,High Bridge - Morrisania,Female,Heterosexual,36,4,22,29,30,34,32,.,.,3,4,.,.,27,898,820,724,816,596,.,20,15.4
2012sep,Bronx,High Bridge - Morrisania,Female,Injection drug use history (IDU),3,0,1,2,2,2,1,.,.,0,0,.,.,9,348,333,305,330,238,.,19,20.7
2012sep,Bronx,High Bridge - Morrisania,Female,Unknown,4,0,0,2,3,3,3,.,.,0,0,.,.,5,386,376,328,375,290,.,6,20.5
2012sep,Bronx,High Bridge - Morrisania,Male,All,79,18,31,48,58,65,61,.,.,5,6,.,.,76,2609,2417,2146,2404,1770,.,95,20.8
2012sep,Bronx,High Bridge - Morrisania,Male,Heterosexual,9,2,4,6,7,7,7,.,.,0,0,.,.,9,315,279,248,279,214,.,10,21.5
2012sep,Bronx,High Bridge - Morrisania,Male,Injection drug use history (IDU),3,1,1,1,2,2,2,.,.,1,1,.,.,7,552,527,481,525,365,.,39,27.6
2012sep,Bronx,High Bridge - Morrisania,Male,MSM-IDU,2,0,1,1,1,1,1,.,.,0,0,.,.,5,133,125,120,124,87,.,7,23.8
2012sep,Bronx,High Bridge - Morrisania,Male,Men who have sex with men (MSM),40,6,16,26,31,35,34,.,.,2,3,.,.,30,852,792,684,788,571,.,19,16.7
2012sep,Bronx,High Bridge - Morrisania,Male,Unknown,25,9,9,14,17,20,17,.,.,2,2,.,.,24,704,652,576,647,510,.,20,13.3
2012sep,Bronx,Hunts Point - Mott Haven,All,All,80,11,33,47,55,66,57,.,.,9,10,.,.,55,2580,2407,2129,2392,1662,.,70,14.2
2012sep,Bronx,Hunts Point - Mott Haven,Female,All,14,1,7,10,12,13,10,.,.,1,1,.,.,16,1012,945,838,939,654,.,30,17.7
2012sep,Bronx,Hunts Point - Mott Haven,Female,Heterosexual,11,1,4,7,9,10,8,.,.,0,0,.,.,11,542,500,433,496,352,.,17,19.1
2012sep,Bronx,Hunts Point - Mott Haven,Female,Injection drug use history (IDU),1,0,1,1,1,1,1,.,.,0,0,.,.,2,201,199,182,197,130,.,10,18.3
2012sep,Bronx,Hunts Point - Mott Haven,Female,Unknown,2,0,2,2,2,2,1,.,.,1,1,.,.,2,220,196,174,196,146,.,3,13.3
2012sep,Bronx,Hunts Point - Mott Haven,Male,All,66,10,26,37,43,53,47,.,.,8,9,.,.,39,1567,1462,1291,1453,1008,.,40,12.7
2012sep,Bronx,Hunts Point - Mott Haven,Male,Heterosexual,4,0,1,3,3,4,3,.,.,0,0,.,.,5,184,173,155,173,110,.,2,13
2012sep,Bronx,Hunts Point - Mott Haven,Male,Injection drug use history (IDU),7,1,3,4,4,4,3,.,.,0,0,.,.,3,361,338,309,334,227,.,18,10.7
2012sep,Bronx,Hunts Point - Mott Haven,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,72,70,62,70,47,.,2,9.8
2012sep,Bronx,Hunts Point - Mott Haven,Male,Men who have sex with men (MSM),40,6,19,24,29,33,33,.,.,3,4,.,.,20,492,458,392,455,326,.,5,10.7
2012sep,Bronx,Hunts Point - Mott Haven,Male,Unknown,15,3,3,6,7,12,8,.,.,5,5,.,.,10,415,385,337,383,282,.,13,15
2012sep,Bronx,Kingsbridge - Riverdale,All,All,21,4,10,12,13,17,17,.,.,1,2,.,.,9,500,468,412,465,375,.,11,14.9
2012sep,Bronx,Kingsbridge - Riverdale,Female,All,6,1,4,5,5,6,6,.,.,0,0,.,.,1,172,167,141,166,137,.,3,6.3
2012sep,Bronx,Kingsbridge - Riverdale,Female,Heterosexual,5,1,3,4,4,5,5,.,.,0,0,.,.,1,88,87,74,87,73,.,2,7.8
2012sep,Bronx,Kingsbridge - Riverdale,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,29,29,25,29,22,.,1,5.4
2012sep,Bronx,Kingsbridge - Riverdale,Female,Unknown,1,0,1,1,1,1,1,.,.,0,0,.,.,0,50,46,39,45,40,.,0,0
2012sep,Bronx,Kingsbridge - Riverdale,Male,All,15,3,6,7,8,11,11,.,.,1,2,.,.,8,328,301,271,299,238,.,8,18.9
2012sep,Bronx,Kingsbridge - Riverdale,Male,Heterosexual,1,1,1,1,1,1,1,.,.,0,0,.,.,2,29,27,23,27,20,.,0,0
2012sep,Bronx,Kingsbridge - Riverdale,Male,Injection drug use history (IDU),1,0,0,0,0,0,0,.,.,0,0,.,.,0,45,44,42,44,33,.,2,6.9
2012sep,Bronx,Kingsbridge - Riverdale,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,5,5,5,5,4,.,0,0
2012sep,Bronx,Kingsbridge - Riverdale,Male,Men who have sex with men (MSM),11,2,5,6,7,10,10,.,.,1,2,.,.,4,163,154,135,153,126,.,3,12.1
2012sep,Bronx,Kingsbridge - Riverdale,Male,Unknown,2,0,0,0,0,0,0,.,.,0,0,.,.,2,81,67,63,66,55,.,1,3.4
2012sep,Bronx,Northeast Bronx,All,All,72,17,24,41,49,54,49,.,.,3,7,.,.,67,1924,1772,1511,1762,1321,.,44,16.5
2012sep,Bronx,Northeast Bronx,Female,All,24,4,8,12,15,16,14,.,.,1,2,.,.,26,886,819,704,812,597,.,12,7.8
2012sep,Bronx,Northeast Bronx,Female,Heterosexual,19,4,7,10,13,14,12,.,.,0,1,.,.,16,473,444,370,440,323,.,4,6.2
2012sep,Bronx,Northeast Bronx,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,2,113,102,93,101,70,.,2,4.4
2012sep,Bronx,Northeast Bronx,Female,Unknown,5,0,1,2,2,2,2,.,.,1,1,.,.,8,260,234,206,232,181,.,6,10.7
2012sep,Bronx,Northeast Bronx,Male,All,48,13,16,29,34,38,35,.,.,2,5,.,.,41,1038,953,807,950,724,.,32,23.2
2012sep,Bronx,Northeast Bronx,Male,Heterosexual,6,4,1,3,5,5,5,.,.,0,0,.,.,7,120,102,86,101,74,.,3,14.8
2012sep,Bronx,Northeast Bronx,Male,Injection drug use history (IDU),2,1,0,1,1,1,1,.,.,0,0,.,.,6,153,148,133,148,118,.,9,44.6
2012sep,Bronx,Northeast Bronx,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,2,44,41,38,40,26,.,3,75.6
2012sep,Bronx,Northeast Bronx,Male,Men who have sex with men (MSM),24,3,10,15,17,20,20,.,.,0,1,.,.,12,370,339,278,338,244,.,7,16.4
2012sep,Bronx,Northeast Bronx,Male,Unknown,16,5,5,10,11,12,9,.,.,2,4,.,.,13,309,289,242,289,237,.,10,19.3
2012sep,Bronx,Pelham - Throgs Neck,All,All,88,18,40,57,63,76,66,.,.,9,11,.,.,66,3272,3065,2636,3046,2278,.,55,10.3
2012sep,Bronx,Pelham - Throgs Neck,Female,All,26,6,14,20,21,24,21,.,.,2,3,.,.,28,1278,1222,1067,1219,920,.,16,6.9
2012sep,Bronx,Pelham - Throgs Neck,Female,Heterosexual,23,5,14,19,20,21,18,.,.,1,2,.,.,18,669,642,542,641,488,.,7,3.4
2012sep,Bronx,Pelham - Throgs Neck,Female,Injection drug use history (IDU),1,0,0,0,0,1,1,.,.,0,0,.,.,3,240,236,223,236,174,.,5,11.1
2012sep,Bronx,Pelham - Throgs Neck,Female,Unknown,2,1,0,1,1,2,2,.,.,1,1,.,.,5,288,270,237,269,217,.,2,2.1
2012sep,Bronx,Pelham - Throgs Neck,Male,All,62,12,26,37,42,52,45,.,.,7,8,.,.,38,1995,1843,1569,1827,1358,.,39,12.4
2012sep,Bronx,Pelham - Throgs Neck,Male,Heterosexual,4,2,0,1,2,2,2,.,.,0,0,.,.,11,213,189,161,188,128,.,3,9.9
2012sep,Bronx,Pelham - Throgs Neck,Male,Injection drug use history (IDU),6,1,4,5,6,6,5,.,.,0,0,.,.,2,380,363,322,360,276,.,13,11.6
2012sep,Bronx,Pelham - Throgs Neck,Male,MSM-IDU,5,1,2,3,3,4,3,.,.,1,1,.,.,2,93,86,76,84,57,.,2,20.1
2012sep,Bronx,Pelham - Throgs Neck,Male,Men who have sex with men (MSM),34,5,16,23,25,31,28,.,.,5,5,.,.,14,733,685,569,682,508,.,7,7.5
2012sep,Bronx,Pelham - Throgs Neck,Male,Unknown,13,3,4,5,6,9,7,.,.,1,2,.,.,9,521,471,400,464,365,.,14,14.3
2012sep,Brooklyn,All,All,All,875,183,402,555,626,743,666,342,478,70,82,369,.,578,20748,19132,16224,18952,14311,.,519,14.2
2012sep,Brooklyn,All,Female,All,241,55,114,151,167,203,182,104,125,18,22,357,.,170,7222,6675,5773,6597,4855,.,178,14.5
2012sep,Brooklyn,All,Female,Heterosexual,163,39,80,111,119,145,132,78,91,11,14,304,.,106,4168,3843,3288,3796,2805,.,86,12.8
2012sep,Brooklyn,All,Female,Injection drug use history (IDU),8,3,5,6,7,7,7,3,4,2,2,439,.,15,1054,994,891,979,700,.,54,30.8
2012sep,Brooklyn,All,Female,Unknown,70,13,29,34,41,51,43,23,30,5,6,377,.,44,1736,1585,1369,1570,1210,.,33,9.3
2012sep,Brooklyn,All,Male,All,634,128,288,404,459,540,484,238,353,52,60,387,.,408,13526,12457,10451,12355,9456,.,341,14.1
2012sep,Brooklyn,All,Male,Heterosexual,43,16,16,26,31,37,33,17,21,3,4,253,.,37,1241,1126,981,1115,863,.,42,22.5
2012sep,Brooklyn,All,Male,Injection drug use history (IDU),17,6,7,10,10,13,12,10,9,2,2,185,.,35,1740,1612,1423,1595,1233,.,119,20.6
2012sep,Brooklyn,All,Male,MSM-IDU,12,3,5,8,8,8,9,6,6,1,2,332,.,17,488,467,406,466,326,.,10,16
2012sep,Brooklyn,All,Male,Men who have sex with men (MSM),415,56,193,279,311,368,338,152,239,33,37,434,.,193,6530,6019,4920,5981,4586,.,74,9.3
2012sep,Brooklyn,All,Male,Unknown,147,47,67,81,99,114,92,53,78,13,15,241,.,122,3292,3010,2532,2976,2332,.,95,13.3
2012sep,Brooklyn,Bedford Stuyvesant - Crown Heights,All,All,186,45,83,124,138,160,142,.,.,14,15,.,.,163,5675,5242,4489,5199,3704,.,163,17.5
2012sep,Brooklyn,Bedford Stuyvesant - Crown Heights,Female,All,56,17,26,38,42,49,42,.,.,4,4,.,.,62,2053,1902,1643,1879,1298,.,55,17.5
2012sep,Brooklyn,Bedford Stuyvesant - Crown Heights,Female,Heterosexual,38,11,18,29,31,35,29,.,.,3,3,.,.,31,1188,1085,922,1074,733,.,27,14.6
2012sep,Brooklyn,Bedford Stuyvesant - Crown Heights,Female,Injection drug use history (IDU),1,1,1,1,1,1,1,.,.,0,0,.,.,8,293,279,254,273,176,.,20,34.5
2012sep,Brooklyn,Bedford Stuyvesant - Crown Heights,Female,Unknown,17,5,7,8,10,13,12,.,.,1,1,.,.,21,496,464,400,459,348,.,7,10.2
